EmployeeID,JobRole,Department,MonthlyIncome,Age,YearsAtCompany,YearsSinceLastPromotion,OverTime,AttritionRiskScore,PersonaName,PersonaDescription,RecommendedIntervention
1103,Sales Representative,Sales,2644,36,3,1,Yes,78.8,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
1108,Human Resources,Human Resources,6077,38,6,1,No,65.1,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
1109,Laboratory Technician,Research & Development,2450,35,3,1,No,62.1,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
1110,Sales Executive,Sales,9250,30,4,1,No,73.3,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
1111,Laboratory Technician,Research & Development,2074,35,1,0,Yes,83.2,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
1115,Research Scientist,Research & Development,2367,48,8,7,No,54.2,Overworked High Performer,Experienced mid-age employees with above-average pay but heavy overtime. At risk despite good compensation — driven by burnout not money.,Cap overtime. Introduce retention bonuses. Offer flexible working arrangements.
1116,Research Scientist,Research & Development,2972,34,1,0,No,54.8,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
1123,Laboratory Technician,Research & Development,4723,29,10,1,Yes,71.2,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
1129,Laboratory Technician,Research & Development,5562,36,3,0,Yes,86.8,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
1132,Healthcare Representative,Research & Development,5063,34,8,7,No,59.0,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
1134,Laboratory Technician,Research & Development,4876,43,6,0,No,54.5,Overworked High Performer,Experienced mid-age employees with above-average pay but heavy overtime. At risk despite good compensation — driven by burnout not money.,Cap overtime. Introduce retention bonuses. Offer flexible working arrangements.
1137,Laboratory Technician,Research & Development,2408,28,1,0,Yes,82.5,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
1138,Research Scientist,Research & Development,2814,22,4,1,Yes,72.3,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
1139,Healthcare Representative,Research & Development,11245,50,30,12,Yes,81.5,Stagnant Mid-Career,"Oldest group (avg 45), long tenure but feeling career-stuck. Low flight risk count (37) but high individual cost if they leave.",Structured promotion reviews every 18 months. Lateral growth opportunities. Mentorship programs.
1142,Research Scientist,Research & Development,2141,30,6,1,No,51.1,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
1143,Laboratory Technician,Research & Development,5769,45,10,1,Yes,91.9,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
1144,Sales Executive,Sales,4385,45,10,4,No,67.6,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
1145,Sales Executive,Sales,5332,31,5,0,No,66.2,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
1146,Manufacturing Director,Research & Development,4663,36,3,1,Yes,72.2,Overworked High Performer,Experienced mid-age employees with above-average pay but heavy overtime. At risk despite good compensation — driven by burnout not money.,Cap overtime. Introduce retention bonuses. Offer flexible working arrangements.
1154,Sales Representative,Sales,1569,18,0,0,Yes,95.2,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
1163,Sales Executive,Sales,10306,35,13,6,No,72.6,Overworked High Performer,Experienced mid-age employees with above-average pay but heavy overtime. At risk despite good compensation — driven by burnout not money.,Cap overtime. Introduce retention bonuses. Offer flexible working arrangements.
1165,Manufacturing Director,Research & Development,7945,40,4,3,Yes,64.6,Overworked High Performer,Experienced mid-age employees with above-average pay but heavy overtime. At risk despite good compensation — driven by burnout not money.,Cap overtime. Introduce retention bonuses. Offer flexible working arrangements.
1166,Human Resources,Human Resources,5743,44,10,0,Yes,87.6,Overworked High Performer,Experienced mid-age employees with above-average pay but heavy overtime. At risk despite good compensation — driven by burnout not money.,Cap overtime. Introduce retention bonuses. Offer flexible working arrangements.
1168,Sales Executive,Sales,5440,35,2,2,Yes,88.8,Overworked High Performer,Experienced mid-age employees with above-average pay but heavy overtime. At risk despite good compensation — driven by burnout not money.,Cap overtime. Introduce retention bonuses. Offer flexible working arrangements.
1169,Research Scientist,Research & Development,3760,24,6,1,Yes,93.3,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
1172,Laboratory Technician,Research & Development,2166,40,4,0,Yes,95.7,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
1173,Sales Executive,Sales,5869,29,5,1,No,80.7,Overworked High Performer,Experienced mid-age employees with above-average pay but heavy overtime. At risk despite good compensation — driven by burnout not money.,Cap overtime. Introduce retention bonuses. Offer flexible working arrangements.
1179,Sales Representative,Sales,2783,20,2,2,No,55.6,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
1181,Laboratory Technician,Research & Development,2013,36,4,1,No,53.3,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
1187,Sales Executive,Sales,4581,35,11,6,Yes,72.0,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
1189,Sales Executive,Sales,4187,29,10,0,Yes,76.9,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
1193,Laboratory Technician,Research & Development,2587,49,2,2,Yes,64.3,Overworked High Performer,Experienced mid-age employees with above-average pay but heavy overtime. At risk despite good compensation — driven by burnout not money.,Cap overtime. Introduce retention bonuses. Offer flexible working arrangements.
1194,Laboratory Technician,Research & Development,2440,38,4,3,No,65.2,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
1197,Sales Executive,Sales,7082,41,2,0,Yes,53.5,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
1198,Sales Representative,Sales,2728,20,2,0,No,79.1,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
1202,Laboratory Technician,Research & Development,3989,23,5,1,Yes,90.1,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
1205,Sales Representative,Sales,2655,48,9,7,Yes,57.7,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
1206,Laboratory Technician,Research & Development,1393,32,1,0,No,59.1,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
1208,Research Scientist,Research & Development,3537,55,4,1,No,68.7,Overworked High Performer,Experienced mid-age employees with above-average pay but heavy overtime. At risk despite good compensation — driven by burnout not money.,Cap overtime. Introduce retention bonuses. Offer flexible working arrangements.
1214,Sales Representative,Sales,2275,23,3,0,Yes,66.3,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
1216,Research Scientist,Research & Development,4930,35,5,1,Yes,78.7,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
1223,Human Resources,Human Resources,1555,24,1,0,No,77.6,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
1224,Sales Executive,Sales,12936,47,23,14,No,96.5,Stagnant Mid-Career,"Oldest group (avg 45), long tenure but feeling career-stuck. Low flight risk count (37) but high individual cost if they leave.",Structured promotion reviews every 18 months. Lateral growth opportunities. Mentorship programs.
1226,Research Director,Research & Development,16704,45,21,8,No,55.7,Stagnant Mid-Career,"Oldest group (avg 45), long tenure but feeling career-stuck. Low flight risk count (37) but high individual cost if they leave.",Structured promotion reviews every 18 months. Lateral growth opportunities. Mentorship programs.
1227,Research Scientist,Research & Development,3433,32,5,1,No,70.8,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
1231,Laboratory Technician,Research & Development,3907,24,6,1,No,60.7,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
1237,Sales Executive,Sales,6134,36,2,2,Yes,78.5,Overworked High Performer,Experienced mid-age employees with above-average pay but heavy overtime. At risk despite good compensation — driven by burnout not money.,Cap overtime. Introduce retention bonuses. Offer flexible working arrangements.
1238,Sales Executive,Sales,6735,32,0,0,No,86.3,Overworked High Performer,Experienced mid-age employees with above-average pay but heavy overtime. At risk despite good compensation — driven by burnout not money.,Cap overtime. Introduce retention bonuses. Offer flexible working arrangements.
1239,Laboratory Technician,Research & Development,3295,23,3,1,No,65.9,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
1242,Sales Executive,Sales,9610,32,4,0,No,50.3,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
1243,Manager,Sales,19833,40,21,12,No,64.1,Stagnant Mid-Career,"Oldest group (avg 45), long tenure but feeling career-stuck. Low flight risk count (37) but high individual cost if they leave.",Structured promotion reviews every 18 months. Lateral growth opportunities. Mentorship programs.
1247,Human Resources,Human Resources,2180,30,4,1,No,72.2,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
1250,Sales Representative,Sales,2760,29,2,2,No,91.4,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
1256,Sales Executive,Sales,8564,33,0,0,Yes,94.8,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
1257,Laboratory Technician,Research & Development,2468,38,6,0,No,54.8,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
1258,Sales Executive,Sales,8161,31,1,0,No,57.4,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
1262,Healthcare Representative,Research & Development,5811,38,1,1,Yes,64.1,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
1263,Research Scientist,Research & Development,2437,43,1,0,Yes,95.2,Overworked High Performer,Experienced mid-age employees with above-average pay but heavy overtime. At risk despite good compensation — driven by burnout not money.,Cap overtime. Introduce retention bonuses. Offer flexible working arrangements.
1271,Sales Executive,Sales,6029,34,2,2,No,50.6,Overworked High Performer,Experienced mid-age employees with above-average pay but heavy overtime. At risk despite good compensation — driven by burnout not money.,Cap overtime. Introduce retention bonuses. Offer flexible working arrangements.
1272,Sales Representative,Sales,2679,21,1,1,No,92.1,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
1274,Laboratory Technician,Research & Development,2398,22,1,0,Yes,70.2,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
1275,Sales Executive,Sales,5468,31,12,5,No,55.6,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
1277,Sales Executive,Sales,4189,37,5,0,No,57.1,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
1279,Healthcare Representative,Research & Development,8321,36,12,5,Yes,51.3,Overworked High Performer,Experienced mid-age employees with above-average pay but heavy overtime. At risk despite good compensation — driven by burnout not money.,Cap overtime. Introduce retention bonuses. Offer flexible working arrangements.
1280,Research Scientist,Research & Development,2342,44,5,2,Yes,51.7,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
1282,Sales Executive,Sales,5813,35,10,7,Yes,75.0,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
1286,Sales Executive,Sales,7991,46,2,2,No,68.9,Overworked High Performer,Experienced mid-age employees with above-average pay but heavy overtime. At risk despite good compensation — driven by burnout not money.,Cap overtime. Introduce retention bonuses. Offer flexible working arrangements.
1297,Manufacturing Director,Research & Development,9667,30,7,0,No,51.9,Overworked High Performer,Experienced mid-age employees with above-average pay but heavy overtime. At risk despite good compensation — driven by burnout not money.,Cap overtime. Introduce retention bonuses. Offer flexible working arrangements.
1298,Human Resources,Human Resources,2148,26,5,1,Yes,59.0,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
1303,Laboratory Technician,Research & Development,2705,35,5,0,No,54.8,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
1304,Manufacturing Director,Research & Development,10333,47,22,14,Yes,62.5,Stagnant Mid-Career,"Oldest group (avg 45), long tenure but feeling career-stuck. Low flight risk count (37) but high individual cost if they leave.",Structured promotion reviews every 18 months. Lateral growth opportunities. Mentorship programs.
1307,Sales Executive,Sales,9637,31,3,2,No,55.2,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
1309,Sales Representative,Sales,5405,38,4,0,Yes,76.4,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
1314,Human Resources,Human Resources,2335,29,2,2,Yes,95.0,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
1318,Laboratory Technician,Research & Development,2379,27,5,0,Yes,65.6,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
1320,Sales Executive,Sales,4648,32,0,0,No,66.7,Overworked High Performer,Experienced mid-age employees with above-average pay but heavy overtime. At risk despite good compensation — driven by burnout not money.,Cap overtime. Introduce retention bonuses. Offer flexible working arrangements.
1322,Laboratory Technician,Research & Development,2105,47,2,2,No,61.8,Overworked High Performer,Experienced mid-age employees with above-average pay but heavy overtime. At risk despite good compensation — driven by burnout not money.,Cap overtime. Introduce retention bonuses. Offer flexible working arrangements.
1327,Sales Executive,Sales,9907,32,2,2,Yes,96.5,Overworked High Performer,Experienced mid-age employees with above-average pay but heavy overtime. At risk despite good compensation — driven by burnout not money.,Cap overtime. Introduce retention bonuses. Offer flexible working arrangements.
1333,Research Scientist,Research & Development,2439,29,1,1,Yes,91.5,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
1339,Sales Representative,Sales,1081,30,1,0,No,75.8,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
1340,Research Scientist,Research & Development,2472,22,1,0,Yes,82.6,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
1341,Sales Executive,Sales,5673,36,10,1,Yes,63.3,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
1344,Laboratory Technician,Research & Development,2062,29,3,1,No,60.5,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
1346,Manufacturing Director,Research & Development,4788,35,3,0,Yes,55.6,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
1348,Human Resources,Human Resources,3886,36,10,0,No,63.2,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
1350,Research Scientist,Research & Development,2933,26,1,1,Yes,71.1,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
1354,Research Scientist,Research & Development,2307,34,5,3,Yes,89.3,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
1355,Laboratory Technician,Research & Development,2587,56,4,1,No,51.6,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
1356,Sales Executive,Sales,5507,36,4,1,No,59.9,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
1361,Laboratory Technician,Research & Development,3978,31,2,2,No,65.5,Overworked High Performer,Experienced mid-age employees with above-average pay but heavy overtime. At risk despite good compensation — driven by burnout not money.,Cap overtime. Introduce retention bonuses. Offer flexible working arrangements.
1366,Sales Representative,Sales,1091,29,1,0,No,95.6,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
1369,Research Scientist,Research & Development,5747,34,15,6,Yes,64.7,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
1370,Sales Executive,Sales,9854,28,2,2,Yes,83.5,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
1376,Research Scientist,Research & Development,2432,32,4,0,Yes,87.4,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
1380,Human Resources,Human Resources,2863,27,1,0,No,94.8,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
1385,Sales Executive,Sales,9888,34,14,2,No,62.8,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
1391,Laboratory Technician,Research & Development,2367,28,4,0,No,77.5,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
1392,Sales Representative,Sales,2858,38,1,0,No,89.4,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
1396,Sales Executive,Sales,5617,31,10,0,Yes,77.5,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
1397,Sales Executive,Sales,10448,53,2,2,Yes,97.3,Overworked High Performer,Experienced mid-age employees with above-average pay but heavy overtime. At risk despite good compensation — driven by burnout not money.,Cap overtime. Introduce retention bonuses. Offer flexible working arrangements.
1401,Human Resources,Human Resources,2991,38,6,1,Yes,68.6,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
1404,Sales Executive,Sales,13341,39,20,11,No,90.6,Stagnant Mid-Career,"Oldest group (avg 45), long tenure but feeling career-stuck. Low flight risk count (37) but high individual cost if they leave.",Structured promotion reviews every 18 months. Lateral growth opportunities. Mentorship programs.
1407,Manufacturing Director,Research & Development,4440,54,5,1,Yes,69.7,Overworked High Performer,Experienced mid-age employees with above-average pay but heavy overtime. At risk despite good compensation — driven by burnout not money.,Cap overtime. Introduce retention bonuses. Offer flexible working arrangements.
1410,Laboratory Technician,Research & Development,6323,40,10,9,No,72.6,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
1414,Laboratory Technician,Research & Development,3977,25,2,0,Yes,52.2,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
1419,Manufacturing Director,Research & Development,5321,38,8,7,No,60.2,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
1420,Research Scientist,Research & Development,5410,42,4,1,Yes,60.2,Overworked High Performer,Experienced mid-age employees with above-average pay but heavy overtime. At risk despite good compensation — driven by burnout not money.,Cap overtime. Introduce retention bonuses. Offer flexible working arrangements.
1423,Laboratory Technician,Research & Development,2660,35,2,2,Yes,77.6,Overworked High Performer,Experienced mid-age employees with above-average pay but heavy overtime. At risk despite good compensation — driven by burnout not money.,Cap overtime. Introduce retention bonuses. Offer flexible working arrangements.
1427,Laboratory Technician,Research & Development,2837,32,6,4,No,87.7,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
1429,Sales Representative,Sales,2269,32,2,2,No,73.0,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
1436,Research Scientist,Research & Development,2436,44,4,1,Yes,73.7,Overworked High Performer,Experienced mid-age employees with above-average pay but heavy overtime. At risk despite good compensation — driven by burnout not money.,Cap overtime. Introduce retention bonuses. Offer flexible working arrangements.
1437,Sales Representative,Sales,2380,21,2,1,Yes,92.4,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
1439,Sales Representative,Sales,1790,23,1,1,No,90.3,Underpaid Early Starter,Young Lab Technicians and Scientists with below-market pay and zero overtime. Leaving for better-paying roles elsewhere.,Benchmark and raise base salaries. Introduce performance-linked pay increases. Career development paths.
1443,Research Scientist,Research & Development,4787,29,2,2,Yes,71.2,Overworked High Performer,Experienced mid-age employees with above-average pay but heavy overtime. At risk despite good compensation — driven by burnout not money.,Cap overtime. Introduce retention bonuses. Offer flexible working arrangements.
1445,Laboratory Technician,Research & Development,2339,56,10,9,No,55.1,Overworked High Performer,Experienced mid-age employees with above-average pay but heavy overtime. At risk despite good compensation — driven by burnout not money.,Cap overtime. Introduce retention bonuses. Offer flexible working arrangements.
1451,Human Resources,Human Resources,8837,35,9,1,Yes,73.3,Burned-Out Entry Level,Young employees with 100% overtime rate and highest average risk score (77.4). Extreme burnout risk — most urgent group to address.,Immediate overtime caps. Wellbeing programs. Mental health support. Salary review.
